#type Date UTC      F_10_7       F81      KP
#type=R - Real Data;  type=F - Forec
R 2015/07/11    120.000    121.642      5.000
R 2015/07/12    116.000    121.222      3.000
R 2015/07/13    110.000    120.840      3.000
R 2015/07/14    105.000    120.469      3.000
R 2015/07/15    101.000    120.160      2.000
R 2015/07/16    100.000    119.926      2.000
R 2015/07/17     97.000    119.790      2.000
R 2015/07/18     96.000    119.642      2.000
R 2015/07/19     99.000    119.580      2.000
R 2015/07/20     93.000    119.469      4.000
R 2015/07/21     91.000    119.358      2.000
R 2015/07/22     89.000    119.148      2.000
R 2015/07/23     89.000    118.877      4.000
R 2015/07/24     92.000    118.469      4.000
R 2015/07/25     94.000    118.049      2.000
R 2015/07/26     97.000    117.568      2.000
R 2015/07/27    100.000    116.988      2.000
R 2015/07/28    101.000    116.383      3.000
R 2015/07/29    101.000    115.716      4.000
R 2015/07/30    102.000    115.000      3.000
R 2015/07/31    101.000    114.235      2.000
R 2015/08/01    103.000    113.494      3.000
R 2015/08/02    102.000    112.815      4.000
R 2015/08/03    106.000    112.333      3.000
R 2015/08/04    107.000    111.963      3.000
R 2015/08/05    112.000    111.728      2.000
R 2015/08/06    122.000    111.753      4.000
R 2015/08/07    122.000    111.840      4.000
R 2015/08/08    121.000    111.975      3.000
R 2015/08/09    115.000    112.086      2.000
R 2015/08/10    106.000    112.136      5.000
R 2015/08/11    103.000    112.185      4.000
R 2015/08/12     99.000    112.198      3.000
R 2015/08/13     95.000    112.148      2.000
R 2015/08/14     93.000    112.099      2.000
R 2015/08/15     89.000    112.025      2.000
R 2015/08/16     86.000    111.914      2.000
R 2015/08/17     87.000    111.840      5.000
R 2015/08/18     89.000    111.802      4.000
R 2015/08/19     98.000    111.840      3.000
R 2015/08/20    103.000    111.951      2.000
R 2015/08/21    110.000    112.074      3.000
R 2015/08/22    117.000    112.272      3.000
R 2015/08/23    133.000    112.568      4.000
R 2015/08/24    128.000    112.691      5.000
R 2015/08/25    121.000    112.630      4.000
R 2015/08/26    126.000    112.543      4.000
R 2015/08/27    110.000    112.210      4.000
R 2015/08/28    109.000    111.901      4.000
R 2015/08/29    100.000    111.444      3.000
R 2015/08/30     92.000    110.914      2.000
R 2015/08/31     91.000    110.309      3.000
R 2015/09/01     89.000    109.716      5.000
R 2015/09/02     88.000    109.123      5.000
R 2015/09/03     87.000    108.568      4.000
R 2015/09/04     90.000    108.012      3.000
R 2015/09/05     85.000    107.383      3.000
R 2015/09/06     86.000    106.765      3.000
R 2015/09/07     84.000    105.938      4.000
R 2015/09/08     84.000    105.284      3.000
R 2015/09/09     82.000    104.630      2.000
R 2015/09/10     84.000    103.988      2.000
R 2015/09/11     93.000    103.469      3.000
R 2015/09/12     99.000    103.259      4.000
R 2015/09/13     99.000    103.123      3.000
R 2015/09/14     97.000    103.062      4.000
R 2015/09/15    101.000    103.062      5.000
R 2015/09/16    109.000    103.210      4.000
R 2015/09/17    107.000    103.333      3.000
R 2015/09/18    103.000    103.407      3.000
R 2015/09/19    106.000    103.519      3.000
R 2015/09/20    110.000    103.531      4.000
R 2015/09/21    103.000    103.395      5.000
R 2015/09/22    107.000    103.333      3.000
R 2015/09/23    111.000    103.259      3.000
R 2015/09/24    107.000    103.037      3.000
R 2015/09/25    120.000    102.877      4.000
R 2015/09/26    120.000    102.716      3.000
R 2015/09/27    128.000    102.704      3.000
R 2015/09/28    124.000    102.728      3.000
R 2015/09/29    129.000    102.728      3.000
R 2015/09/30    129.000    102.840      3.000
R 2015/10/01    120.000    102.889      4.000
R 2015/10/02    107.000    102.852      4.000
R 2015/10/03     97.000    102.753      3.000
R 2015/10/04     88.000    102.593      4.000
R 2015/10/05     83.000    102.383      4.000
R 2015/10/06     81.000    102.185      3.000
R 2015/10/07     81.000    102.000      3.000
R 2015/10/08     80.000    101.765      4.000
R 2015/10/09     81.000    101.617      5.000
R 2015/10/10     81.000    101.494      4.000
R 2015/10/11     85.000    101.444      3.000
R 2015/10/12     89.000    101.444      5.000
R 2015/10/13     96.000    101.494      4.000
R 2015/10/14    101.000    101.580      4.000
R 2015/10/15    107.000    101.704      5.000
R 2015/10/16    109.000    101.815      5.000
R 2015/10/17    117.000    102.012      4.000
R 2015/10/18    120.000    102.247      3.000
R 2015/10/19    124.000    102.519      4.000
R 2015/10/20    123.000    102.790      3.000
R 2015/10/21    129.000    103.111      4.000
R 2015/10/22    121.000    103.346      3.000
R 2015/10/23    115.000    103.457      2.000
R 2015/10/24    106.000    103.444      2.000
R 2015/10/25    106.000    103.370      2.000
R 2015/10/26    106.000    103.173      3.000
R 2015/10/27    110.000    103.025      2.000
R 2015/10/28    112.000    102.914      3.000
R 2015/10/29    113.000    102.889      4.000
R 2015/10/30    121.000    103.074      3.000
R 2015/10/31    119.000    103.272      3.000
R 2015/11/01    124.000    103.580      3.000
R 2015/11/02    122.000    103.914      7.000
R 2015/11/03    124.000    104.296      6.000
R 2015/11/04    114.000    104.605      4.000
R 2015/11/05    110.000    104.901      4.000
R 2015/11/06    115.000    105.247      4.000
R 2015/11/07    115.000    105.568      3.000
R 2015/11/08    108.000    105.691      3.000
R 2015/11/09    108.000    105.753      5.000
R 2015/11/10    105.000    105.691      4.000
R 2015/11/11    105.000    105.543      4.000
R 2015/11/12    104.000    105.185      3.000
R 2015/11/13    103.000    104.877      3.000
R 2015/11/14    106.000    104.691      3.000
R 2015/11/15    106.000    104.444      3.000
R 2015/11/16    106.000    104.395      4.000
R 2015/11/17    107.000    104.370      3.000
R 2015/11/18    108.000    104.469      4.000
R 2015/11/19    108.000    104.667      4.000
R 2015/11/20    111.000    104.914      3.000
R 2015/11/21    122.000    105.321      3.000
R 2015/11/22    123.000    105.753      3.000
R 2015/11/23    120.000    106.160      2.000
R 2015/11/24    113.000    106.444      2.000
R 2015/11/25    109.000    106.741      4.000
R 2015/11/26    104.000    106.963      4.000
R 2015/11/27     99.000    107.148      3.000
R 2015/11/28     97.000    107.309      2.000
R 2015/11/29     96.000    107.481      2.000
R 2015/11/30     96.000    107.630      4.000
R 2015/12/01     95.000    107.654      5.000
R 2015/12/02     95.000    107.605      4.000
R 2015/12/03     95.000    107.556      3.000
R 2015/12/04     98.000    107.568      3.000
R 2015/12/05    101.000    107.568      3.000
R 2015/12/06    102.000    107.481      4.000
R 2015/12/07    101.000    107.407      5.000
R 2015/12/08    111.000    107.506      5.000
R 2015/12/09    109.000    107.543      3.000
R 2015/12/10    109.000    107.531      3.000
R 2015/12/11    114.000    107.667      3.000
R 2015/12/12    117.000    107.790      3.000
R 2015/12/13    123.000    107.938      3.000
R 2015/12/14    124.000    108.148      3.000
R 2015/12/15    119.000    108.136      4.000
R 2015/12/16    126.000    108.210      5.000
R 2015/12/17    118.000    108.086      4.000
R 2015/12/18    117.000    108.000      4.000
R 2015/12/19    119.000    107.877      3.000
R 2015/12/20    117.000    107.728      2.000
R 2015/12/21    122.000    107.753      6.000
R 2015/12/22    130.000    108.037      3.000
R 2015/12/23    134.000    108.494      2.000
R 2015/12/24    133.000    109.049      3.000
R 2015/12/25    126.000    109.580      3.000
R 2015/12/26    117.000    110.025      3.000
R 2015/12/27    110.000    110.383      2.000
R 2015/12/28    112.000    110.778      3.000
R 2015/12/29    105.000    111.074      3.000
R 2015/12/30    102.000    111.333      3.000
R 2015/12/31    102.000    111.543      3.000
R 2016/01/01     98.000    111.654      4.000
R 2016/01/02    100.000    111.704      5.000
R 2016/01/03    102.000    111.716      4.000
R 2016/01/04     95.000    111.568      3.000
R 2016/01/05     95.000    111.395      3.000
R 2016/01/06    100.000    111.185      5.000
R 2016/01/07    103.000    110.975      4.000
R 2016/01/08    109.000    110.790      4.000
R 2016/01/09    107.000    110.593      3.000
R 2016/01/10    109.000    110.346      2.000
R 2016/01/11    108.000    110.185      2.000
R 2016/01/12    106.000    110.074      5.000
R 2016/01/13    104.000    110.049      4.000
R 2016/01/14    103.000    110.012      3.000
R 2016/01/15    104.000    109.988      2.000
R 2016/01/16    100.000    109.864      2.000
R 2016/01/17    101.000    109.728      2.000
R 2016/01/18    100.000    109.568      3.000
R 2016/01/19     98.000    109.284      4.000
R 2016/01/20    100.000    109.049      3.000
R 2016/01/21    104.000    108.802      3.000
R 2016/01/22    101.000    108.543      4.000
R 2016/01/23     99.000    108.235      3.000
R 2016/01/24    104.000    108.111      2.000
R 2016/01/25    108.000    108.086      4.000
R 2016/01/26    115.000    108.086      4.000
R 2016/01/27    113.000    108.062      4.000
R 2016/01/28    110.000    108.086      3.000
R 2016/01/29    107.000    108.074      3.000
R 2016/01/30    105.000    108.074      4.000
R 2016/01/31    101.000    108.025      3.000
R 2016/02/01    100.000    107.975      4.000
R 2016/02/02    102.000    107.963      4.000
R 2016/02/03    112.000    108.037      4.000
R 2016/02/04    123.000    108.247      3.000
R 2016/02/05    120.000    108.420      2.000
R 2016/02/06    117.000    108.543      2.000
R 2016/02/07    117.000    108.654      2.000
R 2016/02/08    115.000    108.741      5.000
R 2016/02/09    117.000    108.815      4.000
R 2016/02/10    112.000    108.691      3.000
R 2016/02/11    113.000    108.568      3.000
R 2016/02/12    112.000    108.469      3.000
R 2016/02/13    110.000    108.432      2.000
R 2016/02/14    108.000    108.420      2.000
R 2016/02/15    107.000    108.457      5.000
R 2016/02/16    104.000    108.519      4.000
R 2016/02/17    100.000    108.556      5.000
R 2016/02/18     95.000    108.543      4.000
R 2016/02/19     94.000    108.519      3.000
R 2016/02/20    100.000    108.580      3.000
R 2016/02/21     96.000    108.593      2.000
R 2016/02/22     94.000    108.580      2.000
R 2016/02/23     91.000    108.494      2.000
R 2016/02/24     88.000    108.333      3.000
R 2016/02/25     92.000    108.210      3.000
R 2016/02/26     89.000    108.062      3.000
R 2016/02/27     90.000    107.802      3.000
R 2016/02/28     93.000    107.605      3.000
R 2016/02/29     91.000    107.383      2.000
R 2016/03/01     97.000    107.173      4.000
R 2016/03/02     98.000    106.938      3.000
R 2016/03/03     99.000    106.642      3.000
R 2016/03/04    101.000    106.358      3.000
R 2016/03/05     96.000    106.074      3.000
R 2016/03/06     96.000    105.704      4.000
R 2016/03/07     94.000    105.407      5.000
R 2016/03/08     96.000    105.148      3.000
R 2016/03/09     97.000    104.877      3.000
R 2016/03/10     95.000    104.605      2.000
R 2016/03/11     94.000    104.259      2.000
R 2016/03/12     95.000    103.827      3.000
R 2016/03/13     93.000    103.321      3.000
R 2016/03/14     93.000    102.827      2.000
R 2016/03/15     94.000    102.432      5.000
R 2016/03/16     91.000    102.111      5.000
R 2016/03/17     92.000    101.889      4.000
R 2016/03/18     90.000    101.617      3.000
R 2016/03/19     89.000    101.420      2.000
R 2016/03/20     88.000    101.247      2.000
R 2016/03/21     89.000    101.086      3.000
R 2016/03/22     87.000    100.951      3.000
R 2016/03/23     87.000    100.790      3.000
R 2016/03/24     87.000    100.605      3.000
R 2016/03/25     86.000    100.494      2.000
R 2016/03/26     86.000    100.383      2.000
R 2016/03/27     88.000    100.235      2.000
R 2016/03/28     88.000    100.049      4.000
R 2016/03/29     88.000     99.790      3.000
R 2016/03/30     84.000     99.506      2.000
R 2016/03/31     84.000     99.198      2.000
R 2016/04/01     82.000     98.877      2.000
R 2016/04/02     82.000     98.580      6.000
R 2016/04/03     82.000     98.309      5.000
R 2016/04/04     83.000     98.062      3.000
R 2016/04/05     83.000     97.802      4.000
R 2016/04/06     87.000     97.642      3.000
R 2016/04/07     92.000     97.531      3.000
R 2016/04/08     98.000     97.506      3.000
R 2016/04/09    106.000     97.605      2.000
R 2016/04/10    111.000     97.741      2.000
R 2016/04/11    117.000     97.901      3.000
R 2016/04/12    111.000     98.025      4.000
R 2016/04/13    108.000     98.136      5.000
R 2016/04/14    111.000     98.222      5.000
R 2016/04/15    112.000     98.272      3.000
R 2016/04/16    113.000     98.247      2.000
R 2016/04/17    102.000     98.111      2.000
R 2016/04/18     95.000     97.926      4.000
R 2016/04/19     89.000     97.704      4.000
R 2016/04/20     83.000     97.432      3.000
R 2016/04/21     77.000     97.136      2.000
R 2016/04/22     77.000     96.852      2.000
R 2016/04/23     79.000     96.568      3.000
R 2016/04/24     82.000     96.198      4.000
R 2016/04/25     82.000     95.691      3.000
R 2016/04/26     85.000     95.259      3.000
R 2016/04/27     93.000     94.963      2.000
R 2016/04/28     95.000     94.691      2.000
R 2016/04/29     92.000     94.407      4.000
R 2016/04/30     94.000     94.123      5.000
R 2016/05/01     92.000     93.877      4.000
R 2016/05/02     90.000     93.593      4.000
R 2016/05/03     90.000     93.321      2.000
R 2016/05/04     90.000     93.074      2.000
R 2016/05/05     87.000     92.815      3.000
R 2016/05/06     90.000     92.605      3.000
R 2016/05/07     88.000     92.407      3.000
R 2016/05/08     84.000     92.210      3.000
R 2016/05/09     89.000     92.136      6.000
R 2016/05/10     89.000     92.074      5.000
R 2016/05/11     94.000     92.000      4.000
R 2016/05/12     92.000     91.951      3.000
R 2016/05/13     93.000     91.938      2.000
R 2016/05/14    101.000     92.062      2.000
R 2016/05/15    108.000     92.309      4.000
R 2016/05/16    102.000     92.432      5.000
R 2016/05/17    103.000     92.605      3.000
R 2016/05/18    102.000     92.753      3.000
R 2016/05/19     99.000     92.827      4.000
R 2016/05/20    100.000     92.938      5.000
R 2016/05/21     98.000     92.951      3.000
R 2016/05/22     97.000     92.938      3.000
R 2016/05/23     97.000     92.914      3.000
R 2016/05/24     94.000     92.827      2.000
R 2016/05/25     94.000     92.802      2.000
R 2016/05/26     92.000     92.753      4.000
R 2016/05/27     90.000     92.704      3.000
R 2016/05/28     88.000     92.605      3.000
R 2016/05/29     83.000     92.432      2.000
R 2016/05/30     86.000     92.321      5.000
R 2016/05/31     87.000     92.235      4.000
R 2016/06/01     86.000     92.123      2.000
R 2016/06/02     85.000     92.025      2.000
R 2016/06/03     83.000     91.901      3.000
R 2016/06/04     80.000     91.728      3.000
R 2016/06/05     79.000     91.580      5.000
R 2016/06/06     79.000     91.420      5.000
R 2016/06/07     79.000     91.284      3.000
R 2016/06/08     80.000     91.173      2.000
R 2016/06/09     85.000     91.136      2.000
R 2016/06/10     85.000     91.086      2.000
R 2016/06/11     88.000     91.099      2.000
R 2016/06/12     94.000     91.185      4.000
R 2016/06/13     91.000     91.235      3.000
R 2016/06/14     88.000     91.259      2.000
R 2016/06/15     87.000     91.272      3.000
R 2016/06/16     88.000     91.272      4.000
R 2016/06/17     87.000     91.259      3.000
R 2016/06/18     84.000     91.210      2.000
R 2016/06/19     85.000     91.222      2.000
R 2016/06/20     84.000     91.222      2.000
R 2016/06/21     80.000     91.198      2.000
R 2016/06/22     78.000     91.148      2.000
R 2016/06/23     78.000     91.099      3.000
R 2016/06/24     76.000     91.012      4.000
R 2016/06/25     77.000     90.938      3.000
R 2016/06/26     77.000     90.815      3.000
R 2016/06/27     75.000     90.605      4.000
R 2016/06/28     73.000     90.296      2.000
R 2016/06/29     74.000     89.901      2.000
R 2016/06/30     74.000     89.444      3.000
R 2016/07/01     72.000     88.889      3.000
R 2016/07/02     71.000     88.395      3.000
R 2016/07/03     72.000     87.951      4.000
R 2016/07/04     74.000     87.494      3.000
R 2016/07/05     72.000     87.000      2.000
R 2016/07/06     77.000     86.556      2.000
R 2016/07/07     83.000     86.321      2.000
R 2016/07/08     87.000     86.222      3.000
R 2016/07/09     92.000     86.259      3.000
R 2016/07/10     94.000     86.395      3.000
R 2016/07/11     95.000     86.617      5.000
R 2016/07/12     92.000     86.802      3.000
R 2016/07/13     97.000     87.025      3.000
R 2016/07/14     95.000     87.185      3.000
R 2016/07/15    102.000     87.432      3.000
R 2016/07/16    107.000     87.704      2.000
R 2016/07/17    105.000     87.852      2.000
R 2016/07/18    107.000     88.000      2.000
R 2016/07/19    101.000     88.111      3.000
R 2016/07/20    108.000     88.284      4.000
R 2016/07/21    100.000     88.383      4.000
R 2016/07/22     90.000     88.383      4.000
R 2016/07/23     86.000     88.333      4.000
R 2016/07/24     82.000     88.235      3.000
R 2016/07/25     74.000     88.074      3.000
R 2016/07/26     74.000     87.877      3.000
R 2016/07/27     72.000     87.679      3.000
R 2016/07/28     70.000     87.506      3.000
R 2016/07/29     71.000     87.284      5.000
R 2016/07/30     71.000     87.062      3.000
R 2016/07/31     72.000     86.790      3.000
R 2016/08/01     72.000     86.543      3.000
R 2016/08/02     75.000     86.321      6.000
R 2016/08/03     75.000     86.000      5.000
R 2016/08/04     76.000     85.605      4.000
R 2016/08/05     80.000     85.333      4.000
R 2016/08/06     83.000     85.086      3.000
R 2016/08/07     93.000     84.975      3.000
R 2016/08/08     96.000     84.938      5.000
R 2016/08/09     92.000     84.840      3.000
R 2016/08/10     95.000     84.802      4.000
R 2016/08/11     95.000     84.778      3.000
R 2016/08/12     95.000     84.753      3.000
R 2016/08/13     91.000     84.716      2.000
R 2016/08/14     87.000     84.630      2.000
R 2016/08/15     88.000     84.580      4.000
R 2016/08/16     87.000     84.543      5.000
R 2016/08/17     83.000     84.481      4.000
R 2016/08/18     82.000     84.469      3.000
R 2016/08/19     81.000     84.407      3.000
R 2016/08/20     78.000     84.296      2.000
R 2016/08/21     77.000     84.185      2.000
R 2016/08/22     80.000     84.123      2.000
R 2016/08/23     81.000     84.099      3.000
R 2016/08/24     78.000     84.074      4.000
R 2016/08/25     79.000     84.074      3.000
R 2016/08/26     82.000     84.111      2.000
R 2016/08/27     84.000     84.173      2.000
R 2016/08/28     85.000     84.235      2.000
R 2016/08/29     88.000     84.272      5.000
R 2016/08/30    100.000     84.457      5.000
R 2016/08/31     98.000     84.580      3.000
R 2016/09/01     95.000     84.593      4.000
R 2016/09/02     95.000     84.642      4.000
R 2016/09/03     99.000     84.778      3.000
R 2016/09/04     97.000     84.901      3.000
R 2016/09/05     94.000     84.975      5.000
R 2016/09/06     92.000     85.037      4.000
R 2016/09/07     93.000     85.148      3.000
R 2016/09/08     95.000     85.272      3.000
R 2016/09/09     91.000     85.358      2.000
R 2016/09/10     93.000     85.519      2.000
R 2016/09/11     86.000     85.617      2.000
R 2016/09/12     87.000     85.728      4.000
R 2016/09/13     86.000     85.852      3.000
R 2016/09/14     85.000     85.951      3.000
R 2016/09/15     84.000     86.037      2.000
R 2016/09/16     84.000     86.148      2.000
R 2016/09/17     80.000     86.235      4.000
R 2016/09/18     83.000     86.346      4.000
R 2016/09/19     83.000     86.457      5.000
R 2016/09/20     85.000     86.617      5.000
R 2016/09/21     86.000     86.802      4.000
R 2016/09/22     85.000     86.963      3.000
R 2016/09/23     86.000     87.111      2.000
R 2016/09/24     85.000     87.272      2.000
R 2016/09/25     85.000     87.370      2.000
R 2016/09/26     87.000     87.420      5.000
R 2016/09/27     86.000     87.407      4.000
R 2016/09/28     84.000     87.309      6.000
R 2016/09/29     83.000     87.173      6.000
R 2016/09/30     83.000     87.025      6.000
R 2016/10/01     81.000     86.889      5.000
R 2016/10/02     82.000     86.704      5.000
R 2016/10/03     88.000     86.617      4.000
R 2016/10/04     93.000     86.506      4.000
R 2016/10/05     99.000     86.407      4.000
R 2016/10/06    102.000     86.370      2.000
R 2016/10/07    104.000     86.333      2.000
R 2016/10/08    104.000     86.370      2.000
R 2016/10/09    105.000     86.333      2.000
R 2016/10/10    102.000     86.358      2.000
R 2016/10/11     99.000     86.469      3.000
R 2016/10/12     98.000     86.617      3.000
R 2016/10/13     95.000     86.778      5.000
R 2016/10/14     93.000     87.012      5.000
R 2016/10/15     85.000     87.148      5.000
R 2016/10/16     81.000     87.259      4.000
R 2016/10/17     76.000     87.333      6.000
R 2016/10/18     77.000     87.407      4.000
R 2016/10/19     77.000     87.481      3.000
R 2016/10/20     75.000     87.519      2.000
R 2016/10/21     78.000     87.593      2.000
R 2016/10/22     78.000     87.630      4.000
R 2016/10/23     77.000     87.654      5.000
R 2016/10/24     75.000     87.642      6.000
R 2016/10/25     78.000     87.617      6.000
R 2016/10/26     78.000     87.556      6.000
R 2016/10/27     79.000     87.383      5.000
R 2016/10/28     79.000     87.173      5.000
R 2016/10/29     79.000     87.012      5.000
R 2016/10/30     76.000     86.778      4.000
R 2016/10/31     77.000     86.556      4.000
R 2016/11/01     77.000     86.333      4.000
R 2016/11/02     76.000     86.148      3.000
R 2016/11/03     76.000     86.012      3.000
R 2016/11/04     77.000     85.877      3.000
R 2016/11/05     77.000     85.753      2.000
R 2016/11/06     76.000     85.667      3.000
R 2016/11/07     77.000     85.605      3.000
R 2016/11/08     77.000     85.556      4.000
R 2016/11/09     80.000     85.580      3.000
R 2016/11/10     80.000     85.617      3.000
R 2016/11/11     78.000     85.593      4.000
R 2016/11/12     78.000     85.556      5.000
R 2016/11/13     78.000     85.556      5.000
R 2016/11/14     77.000     85.531      4.000
R 2016/11/15     77.000     85.469      3.000
R 2016/11/16     81.000     85.432      2.000
R 2016/11/17     79.000     85.358      2.000
R 2016/11/18     78.000     85.235      2.000
R 2016/11/19     77.000     84.951      3.000
R 2016/11/20     76.000     84.679      4.000
R 2016/11/21     75.000     84.432      3.000
R 2016/11/22     77.000     84.210      5.000
R 2016/11/23     78.000     83.951      5.000
R 2016/11/24     79.000     83.728      5.000
R 2016/11/25     81.000     83.568      4.000
R 2016/11/26     81.000     83.432      4.000
R 2016/11/27     83.000     83.309      3.000
R 2016/11/28     85.000     83.185      3.000
R 2016/11/29     86.000     83.123      3.000
R 2016/11/30     84.000     83.012      3.000
R 2016/12/01     85.000     83.000      2.000
R 2016/12/02     84.000     82.963      2.000
R 2016/12/03     85.000     82.951      2.000
R 2016/12/04     82.000     82.914      2.000
R 2016/12/05     83.000     82.901      3.000
R 2016/12/06     80.000     82.852      2.000
R 2016/12/07     77.000     82.815      4.000
R 2016/12/08     75.000     82.716      5.000
R 2016/12/09     73.000     82.593      5.000
R 2016/12/10     72.000     82.432      4.000
R 2016/12/11     71.000     82.247      3.000
R 2016/12/12     71.000     82.074      3.000
R 2016/12/13     71.000     81.889      2.000
R 2016/12/14     72.000     81.728      2.000
R 2016/12/15     73.000     81.580      2.000
R 2016/12/16     73.000     81.407      2.000
R 2016/12/17     72.000     81.235      2.000
R 2016/12/18     72.000     81.086      3.000
R 2016/12/19     73.000     80.963      4.000
R 2016/12/20     75.000     80.864      4.000
R 2016/12/21     75.000     80.790      5.000
R 2016/12/22     75.000     80.704      5.000
R 2016/12/23     74.000     80.531      4.000
R 2016/12/24     73.000     80.284      4.000
R 2016/12/25     73.000     79.963      3.000
R 2016/12/26     74.000     79.617      3.000
R 2016/12/27     74.000     79.247      2.000
R 2016/12/28     73.000     78.864      2.000
R 2016/12/29     73.000     78.469      2.000
R 2016/12/30     74.000     78.123      4.000
R 2016/12/31     74.000     77.815      3.000
R 2017/01/01     73.000     77.506      2.000
R 2017/01/02     73.000     77.235      3.000
R 2017/01/03     73.000     76.988      4.000
R 2017/01/04     72.000     76.827      4.000
R 2017/01/05     73.000     76.728      5.000
R 2017/01/06     72.000     76.679      4.000
R 2017/01/07     72.000     76.617      4.000
R 2017/01/08     72.000     76.556      3.000
R 2017/01/09     71.000     76.506      4.000
R 2017/01/10     73.000     76.444      2.000
R 2017/01/11     75.000     76.407      4.000
R 2017/01/12     76.000     76.395      4.000
R 2017/01/13     75.000     76.395      3.000
R 2017/01/14     77.000     76.383      3.000
R 2017/01/15     78.000     76.383      2.000
R 2017/01/16     78.000     76.370      2.000
R 2017/01/17     79.000     76.370      3.000
R 2017/01/18     79.000     76.370      5.000
R 2017/01/19     80.000     76.420      5.000
R 2017/01/20     83.000     76.494      4.000
R 2017/01/21     86.000     76.605      4.000
R 2017/01/22     87.000     76.741      4.000
R 2017/01/23     84.000     76.840      3.000
R 2017/01/24     82.000     76.901      2.000
R 2017/01/25     85.000     77.000      2.000
R 2017/01/26     83.000     77.086      2.000
R 2017/01/27     80.000     77.123      4.000
R 2017/01/28     79.000     77.148      4.000
R 2017/01/29     77.000     77.111      3.000
R 2017/01/30     77.000     77.074      3.000
R 2017/01/31     76.000     77.049      5.000
R 2017/02/01     76.000     77.025      5.000
R 2017/02/02     75.000     76.988      4.000
R 2017/02/03     75.000     76.963      4.000
R 2017/02/04     74.000     76.926      4.000
R 2017/02/05     73.000     76.827      4.000
R 2017/02/06     73.000     76.753      3.000
R 2017/02/07     72.000     76.679      4.000
R 2017/02/08     73.000     76.630      4.000
R 2017/02/09     73.000     76.593      3.000
R 2017/02/10     74.000     76.580      2.000
R 2017/02/11     76.000     76.568      2.000
R 2017/02/12     76.000     76.543      2.000
R 2017/02/13     75.000     76.494      2.000
R 2017/02/14     75.000     76.420      3.000
R 2017/02/15     75.000     76.346      4.000
R 2017/02/16     74.000     76.235      3.000
R 2017/02/17     75.000     76.111      3.000
R 2017/02/18     77.000     76.000      3.000
R 2017/02/19     78.000     75.926      2.000
R 2017/02/20     81.000     75.877      4.000
R 2017/02/21     83.000     75.864      3.000
R 2017/02/22     83.000     75.840      4.000
R 2017/02/23     83.000     75.852      4.000
R 2017/02/24     82.000     75.840      5.000
R 2017/02/25     80.000     75.840      4.000
R 2017/02/26     79.000     75.864      3.000
R 2017/02/27     82.000     75.951      2.000
R 2017/02/28     82.000     76.062      4.000
R 2017/03/01     81.000     76.173      5.000
R 2017/03/02     79.000     76.272      5.000
R 2017/03/03     78.000     76.358      4.000
R 2017/03/04     75.000     76.407      3.000
R 2017/03/05     73.000     76.420      2.000
R 2017/03/06     72.000     76.407      3.000
R 2017/03/07     72.000     76.395      2.000
R 2017/03/08     71.000     76.383      2.000
R 2017/03/09     71.000     76.370      3.000
R 2017/03/10     71.000     76.346      3.000
R 2017/03/11     70.000     76.284      2.000
R 2017/03/12     70.000     76.222      2.000
R 2017/03/13     70.000     76.160      3.000
R 2017/03/14     70.000     76.111      3.000
R 2017/03/15     70.000     76.074      3.000
R 2017/03/16     71.000     76.049      3.000
R 2017/03/17     71.000     76.012      3.000
R 2017/03/18     70.000     75.963      4.000
R 2017/03/19     71.000     75.938      3.000
R 2017/03/20     73.000     75.938      2.000
R 2017/03/21     71.000     75.901      3.000
R 2017/03/22     73.000     75.889      4.000
R 2017/03/23     72.000     75.877      5.000
R 2017/03/24     72.000     75.864      3.000
R 2017/03/25     74.000     75.877      2.000
R 2017/03/26     77.000     75.938      3.000
R 2017/03/27     83.000     76.062      5.000
R 2017/03/28     84.000     76.210      6.000
R 2017/03/29     83.000     76.346      6.000
R 2017/03/30     86.000     76.519      5.000
R 2017/03/31     86.000     76.704      5.000
R 2017/04/01    101.000     77.049      4.000
R 2017/04/02    112.000     77.506      3.000
R 2017/04/03    108.000     77.901      3.000
R 2017/04/04     94.000     78.136      3.000
R 2017/04/05     85.000     78.235      2.000
R 2017/04/06     76.000     78.210      2.000
R 2017/04/07     74.000     78.160      2.000
R 2017/04/08     73.000     78.086      2.000
R 2017/04/09     74.000     78.025      2.000
R 2017/04/10     74.000     77.951      4.000
R 2017/04/11     75.000     77.852      3.000
R 2017/04/12     71.000     77.667      3.000
R 2017/04/13     74.000     77.506      3.000
R 2017/04/14     73.000     77.370      2.000
R 2017/04/15     73.000     77.259      2.000
R 2017/04/16     75.000     77.136      2.000
R 2017/04/17     75.000     77.037      5.000
R 2017/04/18     80.000     77.037      3.000
R 2017/04/19     81.000     77.062      4.000
R 2017/04/20     81.000     77.111      3.000
R 2017/04/21     82.000     77.173      3.000
R 2017/04/22     84.000     77.272      2.000
R 2017/04/23     83.000     77.358      6.000
R 2017/04/24     80.000     77.420      5.000
R 2017/04/25     81.000     77.494      5.000
R 2017/04/26     80.000     77.568      5.000
R 2017/04/27     78.000     77.630      5.000
R 2017/04/28     78.000     77.691      4.000
R 2017/04/29     77.000     77.753      3.000
R 2017/04/30     77.000     77.802      2.000
R 2017/05/01     75.000     77.827      4.000
R 2017/05/02     77.000     77.864      3.000
R 2017/05/03     75.000     77.852      4.000
R 2017/05/04     74.000     77.827      4.000
